Id,XGBoostMila,XGBoostGor,CatboostMila,CatBoostGor
2260,153845.51303058845,144920.3093431558,164809.3371234042,144920.3093431558
2261,185560.3773500066,192221.37171675987,180241.19121355313,192221.37171675987
2262,201552.12245067232,206377.9313511071,195440.76741787247,206377.9313511071
2263,336672.2583805605,336586.6182287797,344296.7445757797,336586.6182287797
2264,434868.67978311126,432277.6379486889,445779.38691910746,432277.6379486889
2265,170027.73243664173,163188.85067057871,169807.66449780902,163188.85067057871
2266,272139.2025837012,278373.4546742669,274379.74042529,278373.4546742669
2267,359707.0225553436,366115.5621117807,357725.13799282606,366115.5621117807
2268,387510.0436252407,413103.00433899,396345.41656519216,413103.00433899
2269,144598.1853987898,133280.8637129265,141074.94977214147,133280.8637129265
2270,180899.02633253334,183414.6171612004,185350.28141238072,183414.6171612004
2271,216408.2598920891,200913.15187366755,224956.0055246003,200913.15187366755
2272,194052.14889264706,195126.45093262335,204637.4885599995,195126.45093262335
2273,166801.04000209118,161199.0522871946,166440.5042246743,161199.0522871946
2274,179664.81619784195,181196.5358794313,172401.37937567013,181196.5358794313
2275,160541.08754529277,173423.14692880702,159608.533067389,173423.14692880702
2276,175597.1613110849,201449.9506720027,177395.05257134748,201449.9506720027
2277,169801.88024597696,168049.48578805168,176392.34837891482,168049.48578805168
2278,155044.91682281333,150701.5026601312,149598.46570436293,150701.5026601312
2279,123230.73938978967,128602.67326708628,122313.04443556575,128602.67326708628
2280,127554.83324186572,121000.33850399144,122773.32495251329,121000.33850399144
2281,167918.54804230598,165835.57428451694,168561.2582903222,165835.57428451694
2282,177519.95506411564,180757.8469826635,183422.95650093906,180757.8469826635
2283,93988.56406641693,103812.0838356314,102169.20330920804,103812.0838356314
2284,102471.44508381208,104832.19025234044,105301.56174761473,104832.19025234044
2285,148107.8359631736,151977.28818743725,141877.8937005791,151977.28818743725
2286,127769.7781377786,130153.6344209724,123483.27115280327,130153.6344209724
2287,346881.47711157444,356379.91504328704,344862.4888900578,356379.91504328704
2288,262182.52355736797,276185.1958997747,262615.06906511943,276185.1958997747
2289,411771.6242879796,374715.9523823552,401584.79570089304,374715.9523823552
2290,460086.60151462007,469745.6115997792,463022.0240356047,469745.6115997792
2291,314680.96343818016,321700.70689135126,308845.60954548616,321700.70689135126
2292,423734.11839055165,434554.1501006902,435508.0639276331,434554.1501006902
2293,459179.97969471355,470180.93499208335,444299.2539933811,470180.93499208335
2294,427409.08700234216,432595.556256344,405072.7007071284,432595.556256344
2295,414120.40674816206,424009.8337874517,409284.78846076684,424009.8337874517
2296,306151.2043305546,282420.0325818171,272953.79306233465,282420.0325818171
2297,303388.06453512766,289437.1333016231,304615.3516070919,289437.1333016231
2298,309853.38283773325,269680.3450773034,317379.2745308329,269680.3450773034
2299,407877.14996199805,377339.5277537777,373711.8832549642,377339.5277537777
2300,326633.93471949245,366985.3887390382,330165.4775446037,366985.3887390382
2301,271096.6863407012,291756.2971376779,281727.4415694935,291756.2971376779
2302,241446.70369920315,246928.1553096392,246358.9918290189,246928.1553096392
2303,245514.28541493716,254401.96918494688,234797.70115922153,254401.96918494688
2304,237764.42467526303,266337.0982244541,227800.29448754853,266337.0982244541
2305,179324.77491992206,182202.3670419865,181984.0969771321,182202.3670419865
2306,180049.93452142127,178731.22256543205,181198.63976715266,178731.22256543205
2307,186734.75504400232,193575.8834105481,188273.13294423482,193575.8834105481
2308,229183.09385603544,212756.0450682883,225324.88866748335,212756.0450682883
2309,272239.8201057862,279243.90313998883,275727.70867184724,279243.90313998883
2310,205147.98844943888,212077.40671313464,204378.35314132145,212077.40671313464
2311,196371.84344201494,178287.7317630699,194379.7809271567,178287.7317630699
2312,170602.79354186062,174968.98300227706,164873.6025608162,174968.98300227706
2313,179429.23807367412,174261.95863297192,175046.8511305876,174261.95863297192
2314,173110.71236898523,172051.57183351516,168726.89369197687,172051.57183351516
2315,175131.21956234667,174331.0453440113,174969.83552043536,174331.0453440113
2316,161644.1672522932,172093.4165755368,174171.83306527423,172093.4165755368
2317,178390.17261072123,184355.67824625655,171867.6103428862,184355.67824625655
2318,177065.49570322613,178532.3818700798,177430.7878144053,178532.3818700798
2319,178008.37545409752,172321.2684355226,175892.5259480395,172321.2684355226
2320,200903.610349428,188613.416471532,191779.01158703768,188613.416471532
2321,254263.73800405915,243409.03894523447,251090.89854869954,243409.03894523447
2322,165609.07688343458,164788.2081631469,170825.609224917,164788.2081631469
2323,183822.0644419677,181429.49800691367,184428.32517178892,181429.49800691367
2324,171628.73351034135,167772.82249291686,171964.53399196843,167772.82249291686
2325,197636.9088425802,208737.2895968965,204470.41898272702,208737.2895968965
2326,167235.6388266548,167117.6232265437,167136.30758460364,167117.6232265437
2327,217904.3156254457,222029.6707550508,202845.12259818366,222029.6707550508
2328,232304.401912502,236798.5843028153,224319.36507733134,236798.5843028153
2329,185774.71270923901,182701.2440725948,186994.78477058298,182701.2440725948
2330,181264.84112666978,172434.45262459115,176853.33669596183,172434.45262459115
2331,368445.41549224325,370391.3178905243,376410.925770228,370391.3178905243
2332,432573.3652139771,374418.8126037122,427732.6320145489,374418.8126037122
2333,324670.2049715899,328431.42417911574,327311.829585795,328431.42417911574
2334,264839.6827918531,247817.0482905421,250397.41059467758,247817.0482905421
2335,237385.1530637822,251268.5493173637,244847.3962339023,251268.5493173637
2336,343476.88015010464,334511.7715151283,351492.0826034789,334511.7715151283
2337,223305.22378402558,227311.58977344088,209355.745283257,227311.58977344088
2338,290391.88157141383,278281.8883204993,282835.66029759904,278281.8883204993
2339,232007.80153653768,233674.39007106936,230303.99791650695,233674.39007106936
2340,398052.3555441343,397911.5722379312,404235.941747618,397911.5722379312
2341,212735.58272964193,217219.49325682895,219943.44681384426,217219.49325682895
2342,239020.71839988662,227298.88220144907,237449.27089679413,227298.88220144907
2343,225515.1960884147,217237.31806836624,234816.99487918813,217237.31806836624
2344,250426.85862549077,237680.81280152025,223682.84915068632,237680.81280152025
2345,238463.90969135248,259820.7225344788,228236.17006218998,259820.7225344788
2346,214234.38176750546,218196.0857303989,210351.03945179586,218196.0857303989
2347,209779.7334697603,199895.83025290017,200186.94750371578,199895.83025290017
2348,238507.95448393596,244914.18490685156,241865.07503693958,244914.18490685156
2349,154408.29711627803,161767.0732405999,166599.71357867715,161767.0732405999
2350,273332.6838608586,280860.19730923034,282348.41569829854,280860.19730923034
2351,239049.67306128406,212975.83245889956,255412.91342234524,212975.83245889956
2352,255339.79425589074,245437.01375253368,255942.61475958693,245437.01375253368
2353,225118.83048584562,233477.1025104797,243986.28946540906,233477.1025104797
2354,119775.0711257998,138248.2195283302,123653.64946111583,138248.2195283302
2355,143156.96939843934,148034.96538991667,138897.04803502813,148034.96538991667
2356,153684.5281546025,151149.09828676327,150679.46826962775,151149.09828676327
2357,202844.26220203086,191311.2797599369,197600.49654194838,191311.2797599369
2358,192859.3449572222,186467.09196037255,189836.03714819485,186467.09196037255
2359,130324.16923241515,129911.63386048724,133425.56509429432,129911.63386048724
2360,119264.93853163927,110774.49237388224,114967.76679015168,110774.49237388224
2361,136117.01754546707,140030.3750245369,143688.7695124876,140030.3750245369
2362,251589.26326263155,279508.0412745064,268192.47191106534,279508.0412745064
2363,137163.99936685004,140467.19337954145,138733.27843195194,140467.19337954145
2364,165234.26007948403,160805.78636932184,177591.88512507398,160805.78636932184
2365,213564.0412760537,223815.3983396605,226052.71264142575,223815.3983396605
2366,195489.97243712487,179711.91567397316,187352.21784284702,179711.91567397316
2367,227594.6203233397,225545.20916013795,226455.4600580691,225545.20916013795
2368,210858.16716672233,207052.6559028282,205088.7816131948,207052.6559028282
2369,223031.2216770363,229019.3911601183,221548.20406329978,229019.3911601183
2370,171917.0240399081,163085.19499535343,169426.1293989533,163085.19499535343
2371,162346.79756311513,172040.02717061772,170146.25886243387,172040.02717061772
2372,186411.56742450182,179880.509419043,184588.27073145888,179880.509419043
2373,258837.48404876378,290353.1115637243,252890.60027089063,290353.1115637243
2374,286529.01184571104,307133.29745029355,296077.14828054333,307133.29745029355
2375,248419.70875935146,265743.7373891748,252674.1041238501,265743.7373891748
2376,271799.0663751529,260865.4105292808,275198.45474688034,260865.4105292808
2377,311658.1342950132,399338.5778372872,321848.784326393,399338.5778372872
2378,149627.74365208246,151469.94974194793,144373.5334372418,151469.94974194793
2379,195305.02411756458,191800.03434929057,199500.53296058593,191800.03434929057
2380,142984.81592253133,145479.0502569434,144988.57162639897,145479.0502569434
2381,157380.0562233868,167940.61070432805,156974.4904931379,167940.61070432805
2382,199963.7409598179,212597.34202282372,205916.20575019062,212597.34202282372
2383,198006.84884837398,186997.4756050408,202115.48079816342,186997.4756050408
2384,227092.93050915454,239017.42342029628,229498.2043324273,239017.42342029628
2385,154540.58035405667,161839.21231496386,161179.07697554605,161839.21231496386
2386,137959.65151672292,127091.33765030756,139716.1705441267,127091.33765030756
2387,142416.06275016547,145788.03035045788,138455.0957346773,145788.03035045788
2388,106602.0856039482,106174.52239010928,105110.02424261718,106174.52239010928
2389,129130.74041678537,130088.6932067554,124572.6018252333,130088.6932067554
2390,151172.97694140076,153536.98959462356,147917.5342058574,153536.98959462356
2391,130349.7344113494,130068.0821756676,143518.98628817685,130068.0821756676
2392,111985.03833460559,115600.7625907186,114552.51891564907,115600.7625907186
2393,165261.06672635328,164790.33715207325,165623.26072080695,164790.33715207325
2394,139575.78795092524,145459.6930274309,139675.05627428732,145459.6930274309
2395,203591.12812791267,196410.46414252056,205095.82741442646,196410.46414252056
2396,138508.26839175032,146285.8718938886,146619.21721198742,146285.8718938886
2397,203671.3548579401,206633.0923920403,194404.61220286172,206633.0923920403
2398,122533.9088292054,125413.30070958578,128576.69340122014,125413.30070958578
2399,53434.83067679171,56547.35881678629,50899.01930883703,56547.35881678629
2400,48691.10069134043,51823.41081810497,48857.85565952142,51823.41081810497
2401,113373.03478666907,108365.7382089167,118599.89597207034,108365.7382089167
2402,138051.83750228348,140824.70521626738,135846.03195170546,140824.70521626738
2403,125614.6601275183,130078.01004127807,129293.44323955344,130078.01004127807
2404,154810.24450757427,159859.0959939799,156426.0305166535,159859.0959939799
2405,155498.07990280128,168349.24548310472,157823.8540021943,168349.24548310472
2406,137159.9250490349,141472.249521331,139543.85800122112,141472.249521331
2407,126334.14829567504,131944.78913979317,123042.55016718486,131944.78913979317
2408,143115.50392948557,138294.46341015218,144606.25592694085,138294.46341015218
2409,124886.57367227646,123150.89956591606,123419.99350707175,123150.89956591606
2410,170226.518543861,161476.87322078552,175530.52371839184,161476.87322078552
2411,120071.77429592035,120633.41222584476,119271.75301481594,120633.41222584476
2412,153834.41804055826,162131.17803979054,158108.29406845954,162131.17803979054
2413,134302.78158826573,128105.21848934278,126198.52416131235,128105.21848934278
2414,139496.925917738,148984.65233093643,137221.909055161,148984.65233093643
2415,125472.12533559206,120416.13823264494,124719.78854611362,120416.13823264494
2416,132117.62594476182,138024.8188196403,130937.32829838264,138024.8188196403
2417,127981.35556210298,129914.5754525501,129498.79307325104,129914.5754525501
2418,126090.6560332582,118923.50004841652,124663.89880811622,118923.50004841652
2419,124483.46182664437,115936.55848966936,116709.22042579029,115936.55848966936
2420,121751.93151453226,127449.09121067502,124560.54372642508,127449.09121067502
2421,145050.09502621862,148915.4497833254,146713.3231649426,148915.4497833254
2422,124788.63801896163,119765.41160171032,126646.80174904065,119765.41160171032
2423,126994.61341141412,126709.32729173616,116461.4856445997,126709.32729173616
2424,154915.51902930802,152779.4732925098,154921.974744857,152779.4732925098
2425,179671.7538502565,169850.00557576056,185251.8458652609,169850.00557576056
2426,124107.0232785514,127352.5700323268,130863.74524724294,127352.5700323268
2427,133690.255183469,138711.212392088,127416.21186631898,138711.212392088
2428,175620.03716604807,166245.2509607664,174740.3769618492,166245.2509607664
2429,117418.73134755417,107116.50988923394,119628.78522416216,107116.50988923394
2430,131555.57042053746,124945.17794382136,133618.0806071365,124945.17794382136
2431,104118.13006723311,110464.08737701658,103357.38111361356,110464.08737701658
2432,136063.50497894618,138664.98350020105,137966.5673009271,138664.98350020105
2433,139153.6824313636,145050.35376342505,137074.88621345285,145050.35376342505
2434,136413.48676525566,139603.52789519067,136986.15694287996,139603.52789519067
2435,135046.56669587534,150282.31861327,146094.48097223457,150282.31861327
2436,113073.93752308497,109154.47211006728,118288.90899940582,109154.47211006728
2437,106357.48925873812,102259.79935744197,100933.57997803838,102259.79935744197
2438,125434.81633995294,126093.47616281811,127830.64821765473,126093.47616281811
2439,113459.99991261844,109033.4709912809,113151.16914717662,109033.4709912809
2440,125189.8253294912,126150.36481761617,120169.16857861669,126150.36481761617
2441,96371.09685608611,92682.79509725748,99062.07572052366,92682.79509725748
2442,88360.13196074702,91814.60621279654,96844.69067341526,91814.60621279654
2443,119434.63233623783,127667.46599408392,119277.3156247807,127667.46599408392
2444,125346.89114555686,115619.230412926,127612.60420735383,115619.230412926
2445,79427.56760220799,81099.25062773518,80345.63250411753,81099.25062773518
2446,115162.01168465857,121259.53083519462,124032.42841966501,121259.53083519462
2447,183032.54177391774,208224.8571182876,171669.0959650592,208224.8571182876
2448,136470.79483780832,129810.97248060592,136814.38312498303,129810.97248060592
2449,105360.04755461076,102598.97810995478,108034.1849210277,102598.97810995478
2450,144680.44371865215,146194.56107521153,138751.64228671885,146194.56107521153
2451,126610.55798495773,117006.92854820372,128825.39770154771,117006.92854820372
2452,192136.36274548966,225563.8389324872,201467.38409136393,225563.8389324872
2453,104606.61323884975,99957.82589694348,100146.52883197993,99957.82589694348
2454,136377.0881142225,136608.50944729574,136395.50722275962,136608.50944729574
2455,112948.84379058261,116541.6302797136,125219.71751470282,116541.6302797136
2456,141533.7201217866,136935.25457213607,134275.96358381066,136935.25457213607
2457,125682.42858997939,128014.46333026266,126397.4704355503,128014.46333026266
2458,118872.14354766977,113315.00756412184,114309.68476326152,113315.00756412184
2459,102624.05157375881,110389.07664273727,105036.02058527812,110389.07664273727
2460,121924.33635651135,124786.98080433677,127072.78306375822,124786.98080433677
2461,119928.91958548501,122605.44986560794,120957.5102514663,122605.44986560794
2462,138837.1537268102,131449.36107565244,137317.6882875604,131449.36107565244
2463,123744.47624283835,126858.15492133156,118355.46970980793,126858.15492133156
2464,149589.87095845197,151981.3073434629,159082.3605214245,151981.3073434629
2465,135726.62473481157,139026.45969182262,139305.5252591518,139026.45969182262
2466,101696.34721386462,112746.174267465,112753.04156866905,112746.174267465
2467,145323.93587245955,141560.46438319946,138962.42802561494,141560.46438319946
2468,77267.61846966673,75058.08116564094,74818.34477786552,75058.08116564094
2469,63462.70262879865,69768.81067192178,66215.5316831835,69768.81067192178
2470,190789.34800446004,163011.8636605176,187859.47911625562,163011.8636605176
2471,208623.43950056247,199340.3391027164,199341.57968280002,199340.3391027164
2472,147753.65477898065,141340.8474695315,157445.47127647296,141340.8474695315
2473,118397.54844361857,126108.97746496652,117129.40406818263,126108.97746496652
2474,94607.12634093735,73152.52221118899,91303.65178838743,73152.52221118899
2475,247419.65114688693,235061.66091601035,224449.33265312132,235061.66091601035
2476,109641.96518382398,122962.02395735646,108357.91723120856,122962.02395735646
2477,129425.25787120848,130861.57440447442,130456.0656867042,130861.57440447442
2478,151883.4282830273,150235.1575588644,144665.05024833285,150235.1575588644
2479,110926.72918133656,97889.35557968156,99564.8959072438,97889.35557968156
2480,141738.45477463884,137988.77861575843,140392.1342460178,137988.77861575843
2481,120614.80674419997,117220.80091319833,123868.29285139663,117220.80091319833
2482,134916.82549796742,120245.39841805244,136374.66815115596,120245.39841805244
2483,118627.25915196363,110692.17111137835,118002.13824642326,110692.17111137835
2484,117079.52620526393,122736.90870111328,120671.10914221281,122736.90870111328
2485,125387.10025839313,110771.44469067642,126221.05450959138,110771.44469067642
2486,146775.00068803254,154147.87860709315,143991.9329349064,154147.87860709315
2487,220508.93097758148,192145.47018793784,186268.5495220586,192145.47018793784
2488,163117.2494541874,165699.0657517168,159633.2388469091,165699.0657517168
2489,153478.68477035023,157200.0100185851,156492.57528010404,157200.0100185851
2490,147984.46528398205,150771.94469907563,144013.36756704006,150771.94469907563
2491,92738.23003033944,89183.90810622208,94285.89133998756,89183.90810622208
2492,180813.11291960214,190798.0748526574,178126.9962071449,190798.0748526574
2493,156930.09287564838,147068.43782545524,153014.04928727218,147068.43782545524
2494,169073.0909110765,158580.078906417,154314.94485511488,158580.078906417
2495,91910.83640817957,94275.51575674304,96512.96137744565,94275.51575674304
2496,261734.8835949433,262577.42740550067,261396.53705864647,262577.42740550067
2497,141705.72366812953,148412.09557600765,146874.86610062936,148412.09557600765
2498,111702.95460890078,104651.36436892874,108302.6438506348,104651.36436892874
2499,105092.79509734387,103441.50216068632,98860.54734290324,103441.50216068632
2500,126382.57746794037,119059.03419291283,126096.40010283238,119059.03419291283
2501,131305.5186464993,143739.4308049749,128681.76261789544,143739.4308049749
2502,144205.49996766343,149850.08121197252,154405.94931487495,149850.08121197252
2503,90193.25832444934,97777.98834037036,90880.79792649795,97777.98834037036
2504,182439.01575964593,167222.9988466376,173916.80261695827,167222.9988466376
2505,230459.02271045456,243462.3419605936,224715.73356045547,243462.3419605936
2506,253099.0876201365,265922.6673773704,260071.06451850897,265922.6673773704
2507,286716.11759049876,318617.9103402149,263759.4406566035,318617.9103402149
2508,254791.7393962902,263450.2680746339,263371.2790138924,263450.2680746339
2509,212473.84859302905,214508.096145999,217241.0076650379,214508.096145999
2510,234854.5189382857,222335.3559930537,231491.79751515904,222335.3559930537
2511,185108.26797896044,180668.521986024,180940.00541715664,180668.521986024
2512,207434.02595622477,209043.8784747297,205014.35850345186,209043.8784747297
2513,209293.2688534571,229203.6799302679,209017.01296791827,229203.6799302679
2514,233727.12428250362,247622.3309317793,244395.37914527478,247622.3309317793
2515,147016.3518968568,151132.86737029618,150376.06332060567,151132.86737029618
2516,166450.09800707095,170248.0948180928,169235.7765186444,170248.0948180928
2517,139087.99801980474,139219.2370765428,147568.78479997316,139219.2370765428
2518,143234.20711432895,149373.02428160142,144176.04848574448,149373.02428160142
2519,224602.72474655084,223609.8505669643,223162.32221092275,223609.8505669643
2520,206434.5777073205,214418.0236767337,215781.54477370725,214418.0236767337
2521,186889.75716007347,187610.04762338736,185002.55904261532,187610.04762338736
2522,220670.69025063113,227987.90196708607,220047.3909256823,227987.90196708607
2523,136009.81760575678,131438.36343298244,131873.19754548545,131438.36343298244
2524,131637.1180582874,138813.66408231208,133489.9031359714,138813.66408231208
2525,145894.280982337,148620.19666444446,155292.75422071677,148620.19666444446
2526,129985.60058184864,134841.71402574194,127781.50932323573,134841.71402574194
2527,117065.18099353484,93972.90905613302,118245.74067282259,93972.90905613302
2528,133056.3549142384,133751.39846671533,132709.5354419946,133751.39846671533
2529,132855.08493106274,132564.2682241242,132725.89403862206,132564.2682241242
2530,129321.53804314707,122727.59568861996,132200.8297454561,122727.59568861996
2531,251914.69849325198,238755.74412151225,260075.31396413167,238755.74412151225
2532,229880.999500423,231985.9677547842,228408.74810071383,231985.9677547842
2533,198141.53603695147,208731.8411504647,196304.3717034821,208731.8411504647
2534,225673.17152363434,216493.26439017488,239911.99443942896,216493.26439017488
2535,334886.88459804456,322543.36573402747,309483.4233844269,322543.36573402747
2536,249375.84996545516,245888.1967183807,261987.1588337735,245888.1967183807
2537,215361.71335718886,197814.80562869165,223461.44849330475,197814.80562869165
2538,181164.93231554457,175694.15141163024,184899.92777074527,175694.15141163024
2539,192598.6484142616,188966.7022010108,192012.19395131542,188966.7022010108
2540,164524.39741033752,172728.82371902585,173074.8628001403,172728.82371902585
2541,185284.38402559713,176215.37955019705,185647.86254314682,176215.37955019705
2542,164061.30437914463,164904.93042331934,164723.53480198167,164904.93042331934
2543,124599.65335659562,133117.4398263698,131970.02726752756,133117.4398263698
2544,124509.94575868086,125099.1136391457,116678.40122718454,125099.1136391457
2545,133922.45820459808,124787.78796385828,139277.23893080215,124787.78796385828
2546,142267.11701918254,147266.63275269614,141023.28088682395,147266.63275269614
2547,135094.7533967785,144926.76023809228,138963.82518238566,144926.76023809228
2548,158809.9504963627,143265.00553752077,164650.35273672306,143265.00553752077
2549,169340.66166444865,163071.11897492153,159618.1307250024,163071.11897492153
2550,219603.6908383423,213359.90457403712,238453.04269580456,213359.90457403712
2551,144531.9262654431,141701.80116904504,146659.7442562984,141701.80116904504
2552,118934.74192887472,121676.95762610424,120206.893127919,121676.95762610424
2553,79013.01722981558,78038.43531911907,82261.66325261812,78038.43531911907
2554,98810.65300728292,102820.4159728612,96048.50382534525,102820.4159728612
2555,115804.2652405515,116030.58158097263,118807.77964287375,116030.58158097263
2556,105344.38372017044,106318.73721369724,98661.5384960254,106318.73721369724
2557,113785.67330105486,117722.88928702413,108961.61670057171,117722.88928702413
2558,159571.2697067152,154855.12977322395,152574.73373362477,154855.12977322395
2559,128509.9896645414,135346.32898226377,122623.92617059963,135346.32898226377
2560,137852.29617226915,143967.17155152938,148042.72558222458,143967.17155152938
2561,136504.98327417526,143565.01040885595,141980.60593802467,143565.01040885595
2562,141049.73707867455,133553.96773304648,133010.12504816474,133553.96773304648
2563,147938.31207451492,137567.31661616112,151580.984227092,137567.31661616112
2564,181742.10906213152,176862.0673062922,191807.2915613236,176862.0673062922
2565,144278.3262403974,143826.0975414357,146686.35729791736,143826.0975414357
2566,161432.46670421987,150658.00423044595,151217.45987116612,150658.00423044595
2567,111493.52878209624,131394.2543582839,122231.70613461714,131394.2543582839
2568,208587.23271488814,207159.9346253028,187317.79455304134,207159.9346253028
2569,196262.35119182625,205694.50360372025,201603.8110792713,205694.50360372025
2570,119940.36129545429,126630.67686249064,124104.28259163725,126630.67686249064
2571,144373.8391278441,164439.53916467843,159715.51353790954,164439.53916467843
2572,156819.9877810369,157671.87549044928,156952.18507412742,157671.87549044928
2573,231133.92498672818,231631.56747505107,234002.08764131734,231631.56747505107
2574,288116.1583122755,309917.43524876965,280820.1458103347,309917.43524876965
2575,134293.1618976055,141502.15517979203,135873.52562020815,141502.15517979203
2576,129668.79958828403,124841.65524428636,120638.70156643212,124841.65524428636
2577,147331.97398369038,153164.03864176097,150267.15005174934,153164.03864176097
2578,84712.72098668867,80557.24371315316,88880.05859518392,80557.24371315316
2579,68784.4148652791,74768.60739846424,74531.00414581879,74768.60739846424
2580,115535.6398442522,120169.4128113691,109356.27015552233,120169.4128113691
2581,119274.66100818326,113466.47643662436,106695.80196662372,113466.47643662436
2582,97752.17855580286,102275.906427677,102146.96145978157,102275.906427677
2583,262663.6617718045,235542.7678282208,258213.0528588313,235542.7678282208
2584,159481.10232299153,172886.5722191535,167823.43777304876,172886.5722191535
2585,174895.44675415402,172610.53834525647,180777.04078781727,172610.53834525647
2586,201130.78182825536,199156.63478587288,206524.13376566969,199156.63478587288
2587,192547.7118643279,190076.82699110763,203379.04245585875,190076.82699110763
2588,151333.81489486035,168657.1899909482,142766.75023709674,168657.1899909482
2589,136168.9339585392,147380.18359652604,147595.8826393962,147380.18359652604
2590,210047.4026242106,203472.00870437248,217079.06297646713,203472.00870437248
2591,216864.2090726686,227518.1136446066,218400.95865948105,227518.1136446066
2592,211629.37742981414,201624.3707538889,204381.3093847253,201624.3707538889
2593,249826.6844152693,235850.43902820052,256742.02929161873,235850.43902820052
2594,178734.4156331268,189549.24609612732,180488.63583771785,189549.24609612732
2595,195946.870765889,204393.6568998262,195491.48050160662,204393.6568998262
2596,330652.767127868,326103.782911316,325856.14092830004,326103.782911316
2597,182379.9876416952,206314.2098791377,180565.1428995279,206314.2098791377
2598,252892.47393540922,248861.50255529195,267269.23535644275,248861.50255529195
2599,300595.28335309465,296859.48121395643,307506.847774723,296859.48121395643
2600,172410.60957747736,168895.572018508,176737.14002496406,168895.572018508
2601,138576.34429217133,137816.99821006283,137069.30067059895,137816.99821006283
2602,80240.21045651533,82074.3333881122,77547.09541816534,82074.3333881122
2603,82608.70218884958,102809.45265778432,90382.5567541252,102809.45265778432
2604,75189.57911588694,92906.22978038226,82572.35112436597,92906.22978038226
2605,69990.07373867184,68913.01068974177,70978.39891916493,68913.01068974177
2606,139674.35672814446,148012.86967069047,148400.6006852687,148012.86967069047
2607,171892.77975159173,181195.34933289225,181866.25401067786,181195.34933289225
2608,221221.7590715552,230896.2992170225,227663.5188722169,230896.2992170225
2609,155858.31698685075,164227.29620613653,160494.5335911678,164227.29620613653
2610,113670.72571698464,112077.34417246775,113141.18731134063,112077.34417246775
2611,144638.2402530507,125753.5649635425,135997.44357831587,125753.5649635425
2612,151296.614298762,149274.3462388443,152088.9062219831,149274.3462388443
2613,124969.27438180475,127975.93395090768,133985.467679708,127975.93395090768
2614,125895.72494449538,126436.04237384012,125152.42357565313,126436.04237384012
2615,148362.61248634604,157824.85558607953,145135.57678282284,157824.85558607953
2616,137712.96017509754,145452.6844143133,144697.66395927613,145452.6844143133
2617,159933.4348591934,150209.8901775886,177117.44218514947,150209.8901775886
2618,188053.86203703476,173837.42600220532,184948.84004104586,173837.42600220532
2619,205295.03333512953,185079.85285702345,198445.85119780313,185079.85285702345
2620,186587.6903510636,180385.2183385546,191873.55430913693,180385.2183385546
2621,181244.23437664108,184582.7136811432,178437.59191097855,184582.7136811432
2622,187268.23012926115,186815.17954324812,188530.3375686618,186815.17954324812
2623,239315.84484833042,229855.30678696727,240081.62190448074,229855.30678696727
2624,268601.93196813395,281891.7850781559,279599.254892922,281891.7850781559
2625,310601.79548066226,324817.3506429669,265371.4223578001,324817.3506429669
2626,166898.91977748304,176423.79139743696,171764.76983634793,176423.79139743696
2627,175923.1674600931,179245.883317346,172162.45282482458,179245.883317346
2628,426843.9635709137,453010.3223628503,458473.7038484049,453010.3223628503
2629,547418.7527757748,480143.6268908504,472225.32437771844,480143.6268908504
2630,369739.3906004243,343289.8139398223,350936.8640796941,343289.8139398223
2631,448950.9403697121,434915.3182772231,446077.58694005996,434915.3182772231
2632,409439.7840115136,431655.6798467306,431724.8194491639,431655.6798467306
2633,308289.46334990027,308043.38242362463,308266.43929649994,308043.38242362463
2634,391313.22855944326,394230.9695101856,380429.9001844479,394230.9695101856
2635,154964.58669082815,160357.50000325282,161521.91957825748,160357.50000325282
2636,174426.75826751938,173994.99104850582,182098.5260217927,173994.99104850582
2637,164357.04892390248,178342.33294695878,163683.87295184247,178342.33294695878
2638,267532.61755177163,248672.11082688443,260394.40345008,248672.11082688443
2639,189587.8274714973,180148.3734132486,183679.24234993223,180148.3734132486
2640,152473.31113144354,153958.8298489808,151818.73212030187,153958.8298489808
2641,99843.301957328,106666.93971033896,101960.77838722261,106666.93971033896
2642,190730.7415015683,192789.3227717424,193377.41339957307,192789.3227717424
2643,103983.45180783447,112158.62831342108,101697.65847220758,112158.62831342108
2644,134963.04333038483,131332.03928915138,130405.80266947695,131332.03928915138
2645,101506.53254694513,106646.99886891794,104523.17941094798,106646.99886891794
2646,95880.14114916913,101403.51908426818,93677.95738721022,101403.51908426818
2647,102511.6416242584,105935.6541711993,102461.76037682572,105935.6541711993
2648,135450.94569118402,139519.1901996599,139867.98561418426,139519.1901996599
2649,153263.7188700841,160664.6983140969,151895.0605550688,160664.6983140969
2650,147898.73558226626,154369.07518400607,134581.2962211962,154369.07518400607
2651,146559.72257989223,147633.3093452864,138320.30757638777,147633.3093452864
2652,409574.0000881167,404631.6546716759,404340.4558262518,404631.6546716759
2653,243896.52360826588,233342.19886859844,246336.79276521987,233342.19886859844
2654,224520.86872858173,250822.516408194,217500.5106152356,250822.516408194
2655,374041.64720414544,423186.7443027045,369028.5265997872,423186.7443027045
2656,340857.43737141974,306352.07983489975,332264.7292389158,306352.07983489975
2657,340613.0834245427,312562.66366910347,327468.21773660235,312562.66366910347
2658,261773.12800765235,281730.6940165868,274103.27529243496,281730.6940165868
2659,314156.42297621036,302676.7713686118,296809.8344441137,302676.7713686118
